http,80,46.4.13.97
http,6969,46.4.109.148
http,6969,80.246.243.18
http,6969,125.227.35.196
http,6969,5.79.209.57
http,8080,87.248.186.252
http,2710,37.19.5.139
http,80,127.0.0.11
http,6881,77.91.229.218
http,80,72.52.4.122
http,80,195.82.146.122
http,6969,80.246.243.18
http,8080,104.31.6.190
http,6969,92.241.171.245
http,6969,210.244.71.25
http,6970,213.159.215.198
http,80,195.82.146.122
http,6969,37.19.5.139
http,6881,37.19.5.155
http,6969,46.4.109.148
http,6969,125.227.35.196
http,6969,107.150.14.110
http,1337,109.121.134.121
http,6969,114.55.113.60
http,1096,173.254.204.71
http,80,178.175.143.27
http,6969,182.176.139.129
http,8089,185.5.97.139
http,1337,188.165.253.109
http,80,194.106.216.222
http,1337,195.123.209.37
http,2710,5.79.83.193
http,6969,51.254.244.161
http,6969,74.82.52.209
http,80,81.200.2.231
http,3218,91.217.91.21
http,6969,91.218.230.81
http,80,5.196.95.20
http,6969,74.82.52.209
http,1096,173.254.204.71
http,7777,198.50.195.216
http,80,94.142.141.7
http,1337,163.172.81.35
http,1337,163.172.81.35
http,80,5.196.95.20
http,80,82.199.118.217
http,80,93.92.64.5
http,80,93.92.64.5
http,80,5.196.95.20
http,80,5.196.95.20
http,80,5.196.95.20
http,1337,195.22.28.198
http,80,5.255.86.8
http,80,5.255.86.8
http,80,5.255.86.8
http,80,5.255.86.8
http,6969,51.254.141.22
http,80,194.106.216.222
http,80,194.106.216.222
http,1337,185.82.217.160
http,1337,51.15.4.13
http,6969,211.149.236.45
http,80,185.217.0.76
http,80,194.109.161.58
http,6969,210.244.71.25
http,6961,123.249.16.65
http,80,72.52.4.119
http,80,141.8.224.239
http,80,141.8.224.239
udp,6969,191.96.249.23
udp,80,1.3.3.7
http,2710,122.10.95.58
http,80,176.31.253.219
http,80,195.22.28.198
udp,6969,62.138.0.158
udp,6969,87.233.192.220
udp,6969,74.82.52.209
udp,6969,87.233.192.220
udp,6969,87.233.192.220
udp,6969,87.233.192.220
udp,2710,5.79.83.193
udp,6969,107.191.99.119
udp,6969,72.20.16.242
udp,6969,95.215.44.237
udp,2710,62.212.85.66
udp,6969,5.79.83.194
udp,1337,51.15.4.13
udp,6969,62.138.0.158
udp,1337,72.52.4.120
udp,1337,104.18.47.234
udp,6969,87.233.192.220
udp,2710,151.80.120.114
udp,2780,151.80.120.113
udp,2730,151.80.120.113
udp,1337,163.172.81.35
udp,6969,107.191.99.119
udp,2710,185.53.178.8
http,2710,185.53.178.8
udp,80,195.22.28.198
http,80,195.22.28.198
udp,6969,211.149.236.45
udp,6969,51.15.3.228
udp,6969,5.79.209.57
udp,1337,185.82.217.160
udp,2710,5.79.83.194
http,6969,51.15.3.228
udp,80,194.106.216.222
udp,6969,91.218.230.81
https,80,141.8.224.239
udp,6969,46.4.109.148
udp,1337,195.22.28.198
http,3218,91.217.91.21
http,8080,157.7.202.64
udp,6969,182.176.139.129
udp,80,163.172.177.129
udp,8000,208.67.16.113
http,6969,59.36.96.77
udp,1337,213.163.67.56
http,1337,213.163.67.56
udp,1337,185.86.149.205
udp,6969,94.23.183.33
udp,6969,74.82.52.209
udp,2710,151.80.120.114
udp,1337,109.121.134.121
udp,6969,168.235.67.63
udp,2710,178.33.73.26
http,2710,178.33.73.26
http,80,85.17.19.180
udp,80,85.17.19.180
udp,1337,191.101.229.236
udp,80,89.234.156.205
http,80,91.216.110.47
udp,6969,114.55.113.60
http,6969,210.244.71.26
udp,6969,107.150.14.110
udp,6969,5.79.249.77
udp,1337,195.123.209.37
udp,2710,37.19.5.155
http,6969,5.79.249.77
udp,8089,185.5.97.139
udp,80,194.106.216.222
https,80,104.28.17.69
http,80,104.28.16.69
udp,6969,5.79.83.193
udp,6969,46.4.109.148
udp,6969,51.254.244.161
udp,1337,188.165.253.109
http,8080,104.28.1.30
http,8080,157.7.202.64
udp,5944,128.199.70.66
http,5944,128.199.70.66
http,80,93.92.64.5
udp,80,195.123.209.40
udp,2710,62.212.85.66
http,6969,59.36.96.77
http,80,87.253.152.137
http,7777,158.69.146.212
udp,1337,194.108.159.10
http,80,195.82.146.123
http,80,185.207.206.206
http,80,104.31.10.176
udp,1337,104.27.130.137
udp,6969,62.138.0.158
udp,6969,87.233.192.220
http,80,141.255.161.22
udp,80,141.255.161.22
http,80,127.0.0.11
http,80,185.217.0.76
http,80,185.217.0.78
http,80,5.35.170.5
http,2710,37.1.204.184
http,5678,5.45.76.187
http,80,107.184.105.188
http,80,83.174.193.196
http,80,103.224.182.250
http,80,90.156.201.60
http,80,185.53.178.22
http,80,104.28.18.113
udp,83,5.39.105.101
udp,1337,78.142.19.218
udp,6969,1.3.3.7
udp,2710,46.148.17.125
http,80,141.255.161.22
http,328,128.195.169.200
http,6969,24.195.241.41
http,6969,58.236.98.109
http,6969,66.111.227.76
http,80,84.16.233.232
http,2710,151.80.120.115
http,2710,64.70.19.203
http,80,69.64.147.243
http,2710,54.173.246.46
http,9339,167.114.156.214
http,6969,61.55.142.129
http,6969,61.152.250.100
http,80,209.99.40.222
http,80,83.222.14.125
http,2710,89.184.82.219
http,1337,127.0.0.4
http,3393,127.0.0.2
http,2710,212.22.85.143
http,80,127.0.0.4
http,3277,104.27.129.28
http,7266,104.27.128.28
http,6666,103.224.212.222
http,80,5.196.95.20
http,80,109.70.26.37
http,80,195.22.26.248
http,6969,162.210.196.168
http,6969,212.4.136.6
http,2710,82.98.86.178
http,6969,152.19.134.22
http,80,68.178.213.61
http,80,1.3.3.7
http,6969,1.3.3.7
http,4315,103.224.182.252
http,2711,199.59.242.150
http,80,185.169.40.81
http,2710,31.31.205.163
http,80,185.217.0.76
http,2710,87.236.194.27
http,6969,98.124.245.24
http,6969,127.0.0.5
http,3277,37.139.0.58
http,6969,80.74.157.31
http,2710,204.187.100.146
http,80,194.67.212.231
http,80,5.35.171.18
http,2701,195.22.28.198
udp,80,185.217.0.76
udp,2710,87.236.194.27
http,80,141.8.224.239
